store_id,item_id,forecast_date,predicted_qty,method
S002,P005,2024-01-29,19.29,RandomForest
S002,P005,2024-01-30,20.21,RandomForest
S002,P006,2024-01-01,23.28,RandomForest
S002,P006,2024-01-02,24.82,RandomForest
S002,P006,2024-01-03,24.99,RandomForest
S002,P006,2024-01-04,24.88,RandomForest
S002,P006,2024-01-05,25.04,RandomForest
S002,P006,2024-01-06,29.77,RandomForest
S002,P006,2024-01-07,29.57,RandomForest
S002,P006,2024-01-08,23.23,RandomForest
S002,P006,2024-01-09,24.79,RandomForest
S002,P006,2024-01-10,24.91,RandomForest
S002,P006,2024-01-11,24.85,RandomForest
S002,P006,2024-01-12,25.01,RandomForest
S002,P006,2024-01-13,29.68,RandomForest
S002,P006,2024-01-14,29.57,RandomForest
S002,P006,2024-01-15,23.18,RandomForest
S002,P006,2024-01-16,24.74,RandomForest
S002,P006,2024-01-17,24.93,RandomForest
S002,P006,2024-01-18,24.97,RandomForest
S002,P006,2024-01-19,25.15,RandomForest
S002,P006,2024-01-20,29.79,RandomForest
S002,P006,2024-01-21,29.66,RandomForest
S002,P006,2024-01-22,23.23,RandomForest
S002,P006,2024-01-23,24.8,RandomForest
S002,P006,2024-01-24,25.05,RandomForest
S002,P006,2024-01-25,24.99,RandomForest
S002,P006,2024-01-26,25.1,RandomForest
S002,P006,2024-01-27,29.74,RandomForest
S002,P006,2024-01-28,29.53,RandomForest
S002,P006,2024-01-29,22.91,RandomForest
S002,P006,2024-01-30,24.68,RandomForest
S002,P007,2024-01-01,8.08,RandomForest
S002,P007,2024-01-02,8.38,RandomForest
S002,P007,2024-01-03,8.35,RandomForest
S002,P007,2024-01-04,8.27,RandomForest
S002,P007,2024-01-05,8.16,RandomForest
S002,P007,2024-01-06,10.83,RandomForest
S002,P007,2024-01-07,10.59,RandomForest
S002,P007,2024-01-08,8.1,RandomForest
S002,P007,2024-01-09,8.37,RandomForest
S002,P007,2024-01-10,8.3,RandomForest
S002,P007,2024-01-11,8.15,RandomForest
S002,P007,2024-01-12,8.05,RandomForest
S002,P007,2024-01-13,10.8,RandomForest
S002,P007,2024-01-14,10.57,RandomForest
S002,P007,2024-01-15,8.0,RandomForest
S002,P007,2024-01-16,8.29,RandomForest
S002,P007,2024-01-17,8.23,RandomForest
S002,P007,2024-01-18,8.15,RandomForest
S002,P007,2024-01-19,8.08,RandomForest
S002,P007,2024-01-20,10.83,RandomForest
S002,P007,2024-01-21,10.64,RandomForest
S002,P007,2024-01-22,8.13,RandomForest
S002,P007,2024-01-23,8.41,RandomForest
S002,P007,2024-01-24,8.33,RandomForest
S002,P007,2024-01-25,8.22,RandomForest
S002,P007,2024-01-26,8.13,RandomForest
S002,P007,2024-01-27,10.89,RandomForest
S002,P007,2024-01-28,10.74,RandomForest
S002,P007,2024-01-29,8.18,RandomForest
S002,P007,2024-01-30,8.43,RandomForest
S002,P008,2024-01-01,40.88,RandomForest
S002,P008,2024-01-02,44.9,RandomForest
S002,P008,2024-01-03,45.1,RandomForest
S002,P008,2024-01-04,44.98,RandomForest
S002,P008,2024-01-05,45.03,RandomForest
S002,P008,2024-01-06,56.35,RandomForest
S002,P008,2024-01-07,56.3,RandomForest
S002,P008,2024-01-08,40.93,RandomForest
S002,P008,2024-01-09,44.98,RandomForest
S002,P008,2024-01-10,45.19,RandomForest
S002,P008,2024-01-11,44.95,RandomForest
S002,P008,2024-01-12,44.98,RandomForest
S002,P008,2024-01-13,56.43,RandomForest
S002,P008,2024-01-14,56.34,RandomForest
S002,P008,2024-01-15,40.97,RandomForest
S002,P008,2024-01-16,44.98,RandomForest
S002,P008,2024-01-17,45.16,RandomForest
S002,P008,2024-01-18,44.94,RandomForest
S002,P008,2024-01-19,44.98,RandomForest
S002,P008,2024-01-20,56.77,RandomForest
S002,P008,2024-01-21,56.8,RandomForest
S002,P008,2024-01-22,41.0,RandomForest
S002,P008,2024-01-23,44.98,RandomForest
S002,P008,2024-01-24,45.22,RandomForest
S002,P008,2024-01-25,45.0,RandomForest
S002,P008,2024-01-26,45.01,RandomForest
S002,P008,2024-01-27,57.22,RandomForest
S002,P008,2024-01-28,57.12,RandomForest
S002,P008,2024-01-29,41.23,RandomForest
S002,P008,2024-01-30,45.08,RandomForest
S002,P009,2024-01-01,26.88,RandomForest
S002,P009,2024-01-02,28.24,RandomForest
S002,P009,2024-01-03,28.29,RandomForest
S002,P009,2024-01-04,28.38,RandomForest
S002,P009,2024-01-05,28.44,RandomForest
S002,P009,2024-01-06,34.3,RandomForest
S002,P009,2024-01-07,34.22,RandomForest
S002,P009,2024-01-08,26.82,RandomForest
S002,P009,2024-01-09,28.12,RandomForest
S002,P009,2024-01-10,28.22,RandomForest
S002,P009,2024-01-11,28.34,RandomForest
S002,P009,2024-01-12,28.35,RandomForest
S002,P009,2024-01-13,34.51,RandomForest
S002,P009,2024-01-14,34.43,RandomForest
S002,P009,2024-01-15,26.77,RandomForest
S002,P009,2024-01-16,28.1,RandomForest
S002,P009,2024-01-17,28.16,RandomForest
S002,P009,2024-01-18,28.32,RandomForest
S002,P009,2024-01-19,28.34,RandomForest
S002,P009,2024-01-20,34.62,RandomForest
S002,P009,2024-01-21,34.55,RandomForest
S002,P009,2024-01-22,26.89,RandomForest
S002,P009,2024-01-23,28.22,RandomForest
S002,P009,2024-01-24,28.27,RandomForest
S002,P009,2024-01-25,28.5,RandomForest
S002,P009,2024-01-26,28.53,RandomForest
S002,P009,2024-01-27,34.77,RandomForest
S002,P009,2024-01-28,34.65,RandomForest
S002,P009,2024-01-29,27.01,RandomForest
S002,P009,2024-01-30,28.24,RandomForest
S002,P010,2024-01-01,9.41,RandomForest
S002,P010,2024-01-02,9.8,RandomForest
S002,P010,2024-01-03,9.8,RandomForest
S002,P010,2024-01-04,9.7,RandomForest
S002,P010,2024-01-05,9.64,RandomForest
S002,P010,2024-01-06,13.0,RandomForest
S002,P010,2024-01-07,12.97,RandomForest
S002,P010,2024-01-08,9.29,RandomForest
S002,P010,2024-01-09,9.68,RandomForest
S002,P010,2024-01-10,9.7,RandomForest
S002,P010,2024-01-11,9.64,RandomForest
S002,P010,2024-01-12,9.6,RandomForest
S002,P010,2024-01-13,13.01,RandomForest
S002,P010,2024-01-14,13.05,RandomForest
S002,P010,2024-01-15,9.35,RandomForest
S002,P010,2024-01-16,9.75,RandomForest
S002,P010,2024-01-17,9.79,RandomForest
S002,P010,2024-01-18,9.74,RandomForest
S002,P010,2024-01-19,9.71,RandomForest
S002,P010,2024-01-20,12.93,RandomForest
S002,P010,2024-01-21,12.96,RandomForest
S002,P010,2024-01-22,9.49,RandomForest
S002,P010,2024-01-23,9.87,RandomForest
S002,P010,2024-01-24,9.96,RandomForest
S002,P010,2024-01-25,9.94,RandomForest
S002,P010,2024-01-26,9.9,RandomForest
S002,P010,2024-01-27,12.98,RandomForest
S002,P010,2024-01-28,12.97,RandomForest
S002,P010,2024-01-29,9.6,RandomForest
S002,P010,2024-01-30,9.98,RandomForest
S003,P001,2024-01-01,24.58,RandomForest
S003,P001,2024-01-02,26.61,RandomForest
S003,P001,2024-01-03,26.79,RandomForest
S003,P001,2024-01-04,26.85,RandomForest
S003,P001,2024-01-05,26.95,RandomForest
S003,P001,2024-01-06,33.06,RandomForest
S003,P001,2024-01-07,32.93,RandomForest
S003,P001,2024-01-08,24.53,RandomForest
S003,P001,2024-01-09,26.52,RandomForest
S003,P001,2024-01-10,26.7,RandomForest
S003,P001,2024-01-11,26.81,RandomForest
S003,P001,2024-01-12,26.91,RandomForest
S003,P001,2024-01-13,33.24,RandomForest
S003,P001,2024-01-14,33.2,RandomForest
S003,P001,2024-01-15,24.65,RandomForest
S003,P001,2024-01-16,26.56,RandomForest
S003,P001,2024-01-17,26.74,RandomForest
S003,P001,2024-01-18,26.91,RandomForest
S003,P001,2024-01-19,26.99,RandomForest
S003,P001,2024-01-20,33.28,RandomForest
S003,P001,2024-01-21,33.15,RandomForest
S003,P001,2024-01-22,24.64,RandomForest
S003,P001,2024-01-23,26.62,RandomForest
S003,P001,2024-01-24,26.72,RandomForest
S003,P001,2024-01-25,26.87,RandomForest
S003,P001,2024-01-26,26.94,RandomForest
S003,P001,2024-01-27,33.47,RandomForest
S003,P001,2024-01-28,33.3,RandomForest
S003,P001,2024-01-29,24.67,RandomForest
S003,P001,2024-01-30,26.62,RandomForest
S003,P002,2024-01-01,57.96,RandomForest
S003,P002,2024-01-02,60.89,RandomForest
S003,P002,2024-01-03,61.18,RandomForest
S003,P002,2024-01-04,61.17,RandomForest
S003,P002,2024-01-05,61.11,RandomForest
S003,P002,2024-01-06,81.1,RandomForest
S003,P002,2024-01-07,81.05,RandomForest
S003,P002,2024-01-08,58.06,RandomForest
S003,P002,2024-01-09,60.98,RandomForest
S003,P002,2024-01-10,61.27,RandomForest
S003,P002,2024-01-11,61.24,RandomForest
S003,P002,2024-01-12,61.17,RandomForest
S003,P002,2024-01-13,81.15,RandomForest
S003,P002,2024-01-14,81.1,RandomForest
S003,P002,2024-01-15,58.03,RandomForest
S003,P002,2024-01-16,61.12,RandomForest
S003,P002,2024-01-17,61.44,RandomForest
S003,P002,2024-01-18,61.34,RandomForest
S003,P002,2024-01-19,61.22,RandomForest
S003,P002,2024-01-20,81.16,RandomForest
S003,P002,2024-01-21,81.09,RandomForest
S003,P002,2024-01-22,58.17,RandomForest
S003,P002,2024-01-23,61.29,RandomForest
S003,P002,2024-01-24,61.62,RandomForest
S003,P002,2024-01-25,61.61,RandomForest
S003,P002,2024-01-26,61.49,RandomForest
S003,P002,2024-01-27,80.77,RandomForest
S003,P002,2024-01-28,80.7,RandomForest
S003,P002,2024-01-29,58.24,RandomForest
S003,P002,2024-01-30,61.35,RandomForest
S003,P003,2024-01-01,15.63,RandomForest
S003,P003,2024-01-02,16.97,RandomForest
S003,P003,2024-01-03,17.14,RandomForest
S003,P003,2024-01-04,17.1,RandomForest
S003,P003,2024-01-05,17.09,RandomForest
S003,P003,2024-01-06,21.25,RandomForest
S003,P003,2024-01-07,21.29,RandomForest
S003,P003,2024-01-08,15.6,RandomForest
S003,P003,2024-01-09,17.04,RandomForest
S003,P003,2024-01-10,17.16,RandomForest
S003,P003,2024-01-11,17.1,RandomForest
S003,P003,2024-01-12,17.09,RandomForest
S003,P003,2024-01-13,21.28,RandomForest
S003,P003,2024-01-14,21.32,RandomForest
S003,P003,2024-01-15,15.67,RandomForest
S003,P003,2024-01-16,17.06,RandomForest
S003,P003,2024-01-17,17.18,RandomForest
S003,P003,2024-01-18,17.11,RandomForest
S003,P003,2024-01-19,17.1,RandomForest
S003,P003,2024-01-20,21.33,RandomForest
S003,P003,2024-01-21,21.36,RandomForest
S003,P003,2024-01-22,15.67,RandomForest
S003,P003,2024-01-23,17.04,RandomForest
S003,P003,2024-01-24,17.17,RandomForest
S003,P003,2024-01-25,17.13,RandomForest
S003,P003,2024-01-26,17.19,RandomForest
S003,P003,2024-01-27,21.31,RandomForest
S003,P003,2024-01-28,21.34,RandomForest
S003,P003,2024-01-29,15.67,RandomForest
S003,P003,2024-01-30,17.09,RandomForest
S003,P004,2024-01-01,44.96,RandomForest
S003,P004,2024-01-02,48.58,RandomForest
S003,P004,2024-01-03,48.76,RandomForest
S003,P004,2024-01-04,48.67,RandomForest
S003,P004,2024-01-05,49.08,RandomForest
S003,P004,2024-01-06,59.74,RandomForest
S003,P004,2024-01-07,59.94,RandomForest
S003,P004,2024-01-08,45.01,RandomForest
S003,P004,2024-01-09,48.63,RandomForest
S003,P004,2024-01-10,48.81,RandomForest
S003,P004,2024-01-11,48.7,RandomForest
S003,P004,2024-01-12,49.14,RandomForest
S003,P004,2024-01-13,59.75,RandomForest
S003,P004,2024-01-14,59.91,RandomForest
S003,P004,2024-01-15,45.12,RandomForest
S003,P004,2024-01-16,48.65,RandomForest
S003,P004,2024-01-17,48.85,RandomForest
S003,P004,2024-01-18,48.77,RandomForest
S003,P004,2024-01-19,49.21,RandomForest
S003,P004,2024-01-20,60.13,RandomForest
S003,P004,2024-01-21,60.42,RandomForest
S003,P004,2024-01-22,45.17,RandomForest
S003,P004,2024-01-23,48.79,RandomForest
S003,P004,2024-01-24,48.99,RandomForest
S003,P004,2024-01-25,48.9,RandomForest
S003,P004,2024-01-26,49.28,RandomForest
S003,P004,2024-01-27,60.38,RandomForest
S003,P004,2024-01-28,60.46,RandomForest
S003,P004,2024-01-29,45.14,RandomForest
S003,P004,2024-01-30,48.78,RandomForest
S003,P005,2024-01-01,31.31,RandomForest
S003,P005,2024-01-02,33.21,RandomForest
S003,P005,2024-01-03,33.44,RandomForest
S003,P005,2024-01-04,33.2,RandomForest
S003,P005,2024-01-05,33.17,RandomForest
S003,P005,2024-01-06,41.12,RandomForest
S003,P005,2024-01-07,41.0,RandomForest
S003,P005,2024-01-08,31.26,RandomForest
S003,P005,2024-01-09,33.15,RandomForest
S003,P005,2024-01-10,33.49,RandomForest
S003,P005,2024-01-11,33.29,RandomForest
S003,P005,2024-01-12,33.26,RandomForest
S003,P005,2024-01-13,41.2,RandomForest
S003,P005,2024-01-14,41.08,RandomForest
S003,P005,2024-01-15,31.29,RandomForest
S003,P005,2024-01-16,33.27,RandomForest
S003,P005,2024-01-17,33.6,RandomForest
S003,P005,2024-01-18,33.42,RandomForest
S003,P005,2024-01-19,33.4,RandomForest
S003,P005,2024-01-20,41.34,RandomForest
S003,P005,2024-01-21,41.17,RandomForest
S003,P005,2024-01-22,31.26,RandomForest
S003,P005,2024-01-23,33.24,RandomForest
S003,P005,2024-01-24,33.6,RandomForest
S003,P005,2024-01-25,33.4,RandomForest
S003,P005,2024-01-26,33.41,RandomForest
S003,P005,2024-01-27,41.34,RandomForest
S003,P005,2024-01-28,41.18,RandomForest
S003,P005,2024-01-29,31.3,RandomForest
S003,P005,2024-01-30,33.3,RandomForest
S003,P006,2024-01-01,38.02,RandomForest
S003,P006,2024-01-02,41.61,RandomForest
S003,P006,2024-01-03,41.77,RandomForest
S003,P006,2024-01-04,41.94,RandomForest
S003,P006,2024-01-05,41.82,RandomForest
S003,P006,2024-01-06,52.64,RandomForest
S003,P006,2024-01-07,52.59,RandomForest
S003,P006,2024-01-08,37.98,RandomForest
S003,P006,2024-01-09,41.68,RandomForest
S003,P006,2024-01-10,41.89,RandomForest
S003,P006,2024-01-11,42.02,RandomForest
S003,P006,2024-01-12,41.89,RandomForest
S003,P006,2024-01-13,52.72,RandomForest
S003,P006,2024-01-14,52.66,RandomForest
S003,P006,2024-01-15,38.08,RandomForest
S003,P006,2024-01-16,41.61,RandomForest
S003,P006,2024-01-17,41.76,RandomForest
S003,P006,2024-01-18,41.86,RandomForest
S003,P006,2024-01-19,41.74,RandomForest
S003,P006,2024-01-20,52.77,RandomForest
S003,P006,2024-01-21,52.69,RandomForest
S003,P006,2024-01-22,37.93,RandomForest
S003,P006,2024-01-23,41.5,RandomForest
S003,P006,2024-01-24,41.75,RandomForest
S003,P006,2024-01-25,41.8,RandomForest
S003,P006,2024-01-26,41.67,RandomForest
S003,P006,2024-01-27,53.07,RandomForest
S003,P006,2024-01-28,52.93,RandomForest
S003,P006,2024-01-29,38.08,RandomForest
S003,P006,2024-01-30,41.57,RandomForest
S003,P007,2024-01-01,13.86,RandomForest
S003,P007,2024-01-02,14.79,RandomForest
S003,P007,2024-01-03,14.83,RandomForest
S003,P007,2024-01-04,14.94,RandomForest
S003,P007,2024-01-05,14.9,RandomForest
S003,P007,2024-01-06,18.4,RandomForest
S003,P007,2024-01-07,18.41,RandomForest
S003,P007,2024-01-08,13.93,RandomForest
S003,P007,2024-01-09,14.94,RandomForest
S003,P007,2024-01-10,14.96,RandomForest
S003,P007,2024-01-11,15.04,RandomForest
S003,P007,2024-01-12,14.93,RandomForest
S003,P007,2024-01-13,18.39,RandomForest
S003,P007,2024-01-14,18.43,RandomForest
S003,P007,2024-01-15,13.98,RandomForest
S003,P007,2024-01-16,14.98,RandomForest
S003,P007,2024-01-17,14.99,RandomForest
S003,P007,2024-01-18,15.09,RandomForest
S003,P007,2024-01-19,14.97,RandomForest
S003,P007,2024-01-20,18.54,RandomForest
S003,P007,2024-01-21,18.57,RandomForest
S003,P007,2024-01-22,14.02,RandomForest
S003,P007,2024-01-23,15.02,RandomForest
S003,P007,2024-01-24,15.0,RandomForest
S003,P007,2024-01-25,15.12,RandomForest
S003,P007,2024-01-26,15.04,RandomForest
S003,P007,2024-01-27,18.67,RandomForest
S003,P007,2024-01-28,18.65,RandomForest
S003,P007,2024-01-29,14.15,RandomForest
S003,P007,2024-01-30,15.14,RandomForest
S003,P008,2024-01-01,68.98,RandomForest
S003,P008,2024-01-02,72.67,RandomForest
S003,P008,2024-01-03,73.05,RandomForest
S003,P008,2024-01-04,73.2,RandomForest
S003,P008,2024-01-05,73.38,RandomForest
S003,P008,2024-01-06,91.95,RandomForest
S003,P008,2024-01-07,91.78,RandomForest
S003,P008,2024-01-08,68.85,RandomForest
S003,P008,2024-01-09,72.54,RandomForest
S003,P008,2024-01-10,72.91,RandomForest
S003,P008,2024-01-11,73.06,RandomForest
S003,P008,2024-01-12,73.28,RandomForest
S003,P008,2024-01-13,91.91,RandomForest
S003,P008,2024-01-14,91.76,RandomForest
S003,P008,2024-01-15,68.93,RandomForest
S003,P008,2024-01-16,72.67,RandomForest
S003,P008,2024-01-17,73.03,RandomForest
S003,P008,2024-01-18,73.25,RandomForest
S003,P008,2024-01-19,73.43,RandomForest
S003,P008,2024-01-20,91.87,RandomForest
S003,P008,2024-01-21,91.72,RandomForest
S003,P008,2024-01-22,68.97,RandomForest
S003,P008,2024-01-23,72.68,RandomForest
S003,P008,2024-01-24,73.0,RandomForest
S003,P008,2024-01-25,73.18,RandomForest
S003,P008,2024-01-26,73.36,RandomForest
S003,P008,2024-01-27,91.78,RandomForest
S003,P008,2024-01-28,91.58,RandomForest
S003,P008,2024-01-29,68.81,RandomForest
S003,P008,2024-01-30,72.48,RandomForest
S003,P009,2024-01-01,45.01,RandomForest
S003,P009,2024-01-02,48.64,RandomForest
S003,P009,2024-01-03,48.87,RandomForest
S003,P009,2024-01-04,48.86,RandomForest
S003,P009,2024-01-05,48.93,RandomForest
S003,P009,2024-01-06,60.31,RandomForest
S003,P009,2024-01-07,60.37,RandomForest
S003,P009,2024-01-08,45.07,RandomForest
S003,P009,2024-01-09,48.71,RandomForest
S003,P009,2024-01-10,48.9,RandomForest
S003,P009,2024-01-11,48.85,RandomForest
S003,P009,2024-01-12,48.96,RandomForest
S003,P009,2024-01-13,60.29,RandomForest
S003,P009,2024-01-14,60.36,RandomForest
S003,P009,2024-01-15,45.16,RandomForest
S003,P009,2024-01-16,48.79,RandomForest
S003,P009,2024-01-17,49.07,RandomForest
S003,P009,2024-01-18,48.97,RandomForest
S003,P009,2024-01-19,49.04,RandomForest
S003,P009,2024-01-20,60.8,RandomForest
S003,P009,2024-01-21,60.93,RandomForest
S003,P009,2024-01-22,45.11,RandomForest
S003,P009,2024-01-23,48.9,RandomForest
S003,P009,2024-01-24,49.23,RandomForest
S003,P009,2024-01-25,49.14,RandomForest
S003,P009,2024-01-26,49.1,RandomForest
S003,P009,2024-01-27,61.13,RandomForest
S003,P009,2024-01-28,61.08,RandomForest
S003,P009,2024-01-29,45.08,RandomForest
S003,P009,2024-01-30,48.97,RandomForest
S003,P010,2024-01-01,18.57,RandomForest
S003,P010,2024-01-02,19.59,RandomForest
S003,P010,2024-01-03,19.61,RandomForest
S003,P010,2024-01-04,19.58,RandomForest
S003,P010,2024-01-05,19.64,RandomForest
S003,P010,2024-01-06,24.61,RandomForest
S003,P010,2024-01-07,24.69,RandomForest
S003,P010,2024-01-08,18.57,RandomForest
S003,P010,2024-01-09,19.57,RandomForest
S003,P010,2024-01-10,19.58,RandomForest
S003,P010,2024-01-11,19.54,RandomForest
S003,P010,2024-01-12,19.6,RandomForest
S003,P010,2024-01-13,24.59,RandomForest
S003,P010,2024-01-14,24.66,RandomForest
S003,P010,2024-01-15,18.55,RandomForest
S003,P010,2024-01-16,19.63,RandomForest
S003,P010,2024-01-17,19.63,RandomForest
S003,P010,2024-01-18,19.61,RandomForest
S003,P010,2024-01-19,19.67,RandomForest
S003,P010,2024-01-20,24.59,RandomForest
S003,P010,2024-01-21,24.65,RandomForest
S003,P010,2024-01-22,18.56,RandomForest
S003,P010,2024-01-23,19.62,RandomForest
S003,P010,2024-01-24,19.61,RandomForest
S003,P010,2024-01-25,19.57,RandomForest
S003,P010,2024-01-26,19.63,RandomForest
S003,P010,2024-01-27,24.54,RandomForest
S003,P010,2024-01-28,24.62,RandomForest
S003,P010,2024-01-29,18.53,RandomForest
S003,P010,2024-01-30,19.58,RandomForest
